RPM,MPH,CurrentGear,RevMatch,Load,Throttle,Time
1507,11.0,1,-1,19,13,1755530070512
1491,11.0,1,-1,22,13,1755530070560
1491,11.0,1,-1,22,13,1755530070605
1516,11.0,1,-1,22,13,1755530070638
1539,11.0,1,-1,16,12,1755530070901
1520,11.0,1,-1,12,12,1755530070933
1513,11.0,1,-1,12,12,1755530070964
1495,11.0,1,-1,12,12,1755530070994
1483,11.0,1,-1,12,11,1755530071026
1465,11.0,1,-1,12,11,1755530071088
1459,11.0,1,-1,12,11,1755530071228
1487,11.0,1,-1,12,11,1755530071259
1473,11.0,1,-1,7,16,1755530071401
1297,11.0,1,-1,11,16,1755530071574
1276,11.0,1,-1,11,16,1755530071605
1269,11.0,1,-1,11,16,1755530071637
1132,9.0,1,-1,11,16,1755530072102
1118,9.0,1,-1,22,13,1755530072164
1096,9.0,1,-1,22,13,1755530072211
1090,9.0,1,-1,23,13,1755530072258
1078,9.0,1,-1,23,13,1755530072289
1073,9.0,1,-1,23,13,1755530072335
992,8.0,1,-1,26,13,1755530072582
987,8.0,1,-1,26,13,1755530072613
979,8.0,1,-1,28,13,1755530072643
962,8.0,1,-1,28,13,1755530072675
949,7.0,1,-1,28,13,1755530072706
937,7.0,1,-1,28,13,1755530072739
928,7.0,1,-1,31,13,1755530072800
909,7.0,1,-1,35,13,1755530072832
909,6.0,1,-1,35,13,1755530072863
888,6.0,1,-1,35,13,1755530072926
878,6.0,1,-1,35,13,1755530072958
870,6.0,1,-1,40,13,1755530072990
862,6.0,1,-1,40,13,1755530073036
858,6.0,1,-1,44,13,1755530073084
845,6.0,1,-1,44,13,1755530073115
843,6.0,1,-1,47,13,1755530073147
845,5.0,1,-1,42,13,1755530073395
854,5.0,1,-1,40,13,1755530073535
861,5.0,1,-1,36,13,1755530073567
865,5.0,1,-1,36,13,1755530073629
864,5.0,1,-1,36,13,1755530073691
871,4.0,1,-1,36,13,1755530073832
898,4.0,1,-1,36,13,1755530073972
882,4.0,1,-1,36,13,1755530074051
881,4.0,1,-1,28,12,1755530074175
871,4.0,1,-1,27,12,1755530074207
865,4.0,1,-1,27,12,1755530074347
823,4.0,1,-1,30,12,1755530074502
778,4.0,1,-1,40,13,1755530074642
759,4.0,1,-1,43,13,1755530074782
751,4.0,1,-1,46,13,1755530074921
762,4.0,1,-1,47,13,1755530075062
818,4.0,1,-1,47,13,1755530075109
831,4.0,1,-1,34,13,1755530075250
842,4.0,1,-1,27,13,1755530075627
813,4.0,1,-1,31,13,1755530075674
808,4.0,1,-1,31,13,1755530075814
786,4.0,1,-1,33,13,1755530075971
769,4.0,1,-1,36,13,1755530076126
776,3.0,1,-1,36,13,1755530076279
794,3.0,1,-1,33,13,1755530076640
785,3.0,1,-1,34,13,1755530076673
783,3.0,1,-1,34,13,1755530076703
774,3.0,1,-1,34,13,1755530076734
774,3.0,1,-1,34,13,1755530076765
772,3.0,1,-1,34,13,1755530076797
815,3.0,1,-1,30,13,1755530077294
819,2.0,1,-1,30,13,1755530077339
817,2.0,1,-1,29,13,1755530077385
819,2.0,1,-1,29,13,1755530077634
818,2.0,1,-1,27,12,1755530077665
818,2.0,1,-1,27,13,1755530077713
819,2.0,1,-1,27,12,1755530077743
819,2.0,1,-1,27,13,1755530077775
813,1.0,1,-1,27,12,1755530077823
769,1.0,1,-1,30,12,1755530078149
763,1.0,1,-1,32,13,1755530078180
761,1.0,1,-1,32,13,1755530078211
752,1.0,1,-1,34,13,1755530078243
745,1.0,1,-1,34,13,1755530078275
745,0.0,1,-1,34,13,1755530078337
746,0.0,1,-1,36,13,1755530078369
740,0.0,1,-1,36,13,1755530078416
738,0.0,1,-1,36,13,1755530078462
739,0.0,1,-1,36,13,1755530078508
742,0.0,1,-1,36,13,1755530078570
737,0.0,1,-1,36,13,1755530078601
740,0.0,1,-1,36,13,1755530078850
735,0.0,1,-1,35,13,1755530078895
737,0.0,1,-1,35,13,1755530078941
739,0.0,1,-1,35,13,1755530078972
742,0.0,1,-1,35,13,1755530079004
742,0.0,1,-1,36,13,1755530079034
736,0.0,1,-1,36,13,1755530079066
737,0.0,1,-1,36,13,1755530079114
745,0.0,1,-1,46,13,1755530079161
747,0.0,1,-1,46,14,1755530079208
750,0.0,1,-1,64,15,1755530079239
752,0.0,1,-1,64,15,1755530079272
755,0.0,1,-1,64,15,1755530079301
764,0.0,1,-1,64,15,1755530079332
769,0.0,1,-1,64,15,1755530079378
779,0.0,1,-1,64,15,1755530079409
788,0.0,1,-1,67,15,1755530079441
788,0.0,1,-1,67,15,1755530079580
722,0.0,1,-1,72,19,1755530079626
702,0.0,1,-1,72,19,1755530079659
683,0.0,1,-1,93,26,1755530079704
689,0.0,1,-1,98,27,1755530079735
736,0.0,1,-1,98,28,1755530079766
736,0.0,1,-1,98,24,1755530079812
918,0.0,1,-1,84,20,1755530079844
1027,0.0,1,-1,84,20,1755530079906
1292,0.0,1,-1,62,17,1755530079954
1370,0.0,1,-1,62,16,1755530079984
1608,0.0,1,-1,36,16,1755530080282
1586,0.0,1,-1,36,16,1755530080344
1577,1.0,1,-1,41,16,1755530080483
1510,1.0,1,-1,43,16,1755530080515
1490,1.0,1,-1,43,16,1755530080561
1466,1.0,1,-1,43,16,1755530080608
1433,1.0,1,-1,47,16,1755530080654
1410,1.0,1,-1,47,16,1755530080685
1393,1.0,1,-1,47,16,1755530080733
1385,1.0,1,-1,51,16,1755530080764
1372,1.0,1,-1,51,16,1755530080795
1364,1.0,1,-1,51,16,1755530080825
1357,1.0,1,-1,53,16,1755530080856
1346,1.0,1,-1,53,16,1755530080902
1332,1.0,1,-1,58,17,1755530080949
1319,1.0,1,-1,58,17,1755530080995
1312,1.0,1,-1,59,17,1755530081041
1312,1.0,1,-1,59,17,1755530081088
1308,1.0,1,-1,59,17,1755530081134
1312,1.0,1,-1,59,17,1755530081166
1316,1.0,1,-1,59,17,1755530081212
1325,1.0,1,-1,56,17,1755530081243
1329,1.0,1,-1,56,17,1755530081275
1334,1.0,1,-1,56,17,1755530081306
1347,1.0,1,-1,55,17,1755530081352
1362,1.0,1,-1,55,17,1755530081430
1378,1.0,1,-1,55,17,1755530081462
1384,1.0,1,-1,54,17,1755530081494
1392,1.0,1,-1,54,17,1755530081547
1405,1.0,1,-1,54,17,1755530081587
1415,2.0,1,-1,53,17,1755530081635
1423,2.0,1,-1,53,16,1755530081667
1431,2.0,1,-1,53,16,1755530081714
1442,2.0,1,-1,52,16,1755530081775
1446,2.0,1,-1,52,17,1755530081807
1452,2.0,1,-1,52,17,1755530081854
1457,2.0,1,-1,52,17,1755530081884
1462,2.0,1,-1,52,16,1755530081930
1488,2.0,1,-1,23,13,1755530081962
1528,2.0,1,-1,23,12,1755530081994
918,1.0,1,-1,27,12,1755530082727
901,1.0,1,-1,28,12,1755530082773
872,1.0,1,-1,28,12,1755530082819
860,0.0,1,-1,29,12,1755530082867
841,0.0,1,-1,29,12,1755530082898
745,0.0,1,-1,72,16,1755530083615
804,0.0,1,-1,85,18,1755530083956
995,0.0,1,-1,85,18,1755530083989
1054,0.0,1,-1,85,18,1755530084034
1114,0.0,1,-1,76,17,1755530084064
1224,0.0,1,-1,76,16,1755530084095
1275,0.0,1,-1,53,16,1755530084126
1361,0.0,1,-1,53,16,1755530084173
1432,0.0,1,-1,53,16,1755530084205
1461,1.0,1,-1,45,16,1755530084235
1336,1.0,1,-1,45,16,1755530084827
1358,2.0,1,-1,60,17,1755530084858
1450,2.0,1,-1,11,11,1755530085124
1247,2.0,1,-1,11,11,1755530085388
1122,2.0,1,-1,13,11,1755530085546
992,2.0,1,-1,13,11,1755530085606
874,1.0,1,-1,13,11,1755530085857
856,1.0,1,-1,13,11,1755530085902
840,1.0,1,-1,13,11,1755530085933
753,0.0,1,-1,13,11,1755530086188
743,0.0,1,-1,13,11,1755530086234
736,0.0,1,-1,13,11,1755530086264
1140,0.0,1,-1,13,11,1755530087431
1551,0.0,1,-1,13,11,1755530087679
1552,0.0,1,-1,13,11,1755530087711
1550,0.0,1,-1,13,11,1755530087743
1592,1.0,1,-1,46,17,1755530088444
1606,1.0,1,-1,40,16,1755530088722
1600,1.0,1,-1,45,16,1755530088845
1577,1.0,1,-1,48,17,1755530088876
1578,1.0,1,-1,48,17,1755530089237
1570,1.0,1,-1,46,17,1755530089285
1620,1.0,1,-1,45,17,1755530090221
1626,1.0,1,-1,45,17,1755530090251
1628,1.0,1,-1,45,17,1755530090283
1673,1.0,1,-1,40,16,1755530090639
1778,1.0,1,-1,37,16,1755530090917
1788,1.0,1,-1,37,16,1755530091072
1717,1.0,1,-1,46,18,1755530091555
1610,1.0,1,-1,48,17,1755530091833
1608,1.0,1,-1,49,17,1755530091864
1607,1.0,1,-1,49,17,1755530091910
1573,1.0,1,-1,49,17,1755530092163
1487,1.0,1,-1,44,16,1755530092645
1488,1.0,1,-1,44,16,1755530092717
1510,1.0,1,-1,43,16,1755530092770
1516,1.0,1,-1,43,16,1755530092803
1529,1.0,1,-1,41,16,1755530092833
1540,1.0,1,-1,41,16,1755530092879
1550,1.0,1,-1,41,16,1755530092910
1561,1.0,1,-1,41,16,1755530092942
1566,1.0,1,-1,41,16,1755530092973
1575,1.0,1,-1,41,16,1755530093005
1577,1.0,1,-1,40,16,1755530093036
1586,1.0,1,-1,40,16,1755530093067
1594,1.0,1,-1,40,16,1755530093129
1606,1.0,1,-1,40,16,1755530093176
1617,1.0,1,-1,39,16,1755530093207
1624,1.0,1,-1,38,16,1755530093254
1630,1.0,1,-1,38,16,1755530093300
1639,1.0,1,-1,39,16,1755530093332
1641,1.0,1,-1,39,16,1755530093475
1651,1.0,1,-1,39,16,1755530093519
1646,1.0,1,-1,38,16,1755530093565
1640,1.0,1,-1,38,16,1755530093596
1628,1.0,1,-1,45,16,1755530093738
1582,1.0,1,-1,45,16,1755530093770
1571,1.0,1,-1,47,17,1755530094033
1569,1.0,1,-1,47,17,1755530094064
1567,1.0,1,-1,47,17,1755530094095
1565,1.0,1,-1,49,17,1755530094126
1560,1.0,1,-1,49,17,1755530094283
1547,1.0,1,-1,50,17,1755530094329
1549,1.0,1,-1,49,17,1755530094376
1554,1.0,1,-1,49,17,1755530094408
1557,1.0,1,-1,49,17,1755530094439
1560,1.0,1,-1,47,17,1755530094563
1572,1.0,1,-1,46,17,1755530094718
1595,1.0,1,-1,45,17,1755530094998
1597,1.0,1,-1,45,17,1755530095030
1598,1.0,1,-1,45,17,1755530095061
1600,1.0,1,-1,45,16,1755530095106
1608,1.0,1,-1,13,12,1755530095138
1528,1.0,1,-1,13,11,1755530095201
1469,1.0,1,-1,9,11,1755530095340
1321,1.0,1,-1,10,11,1755530095386
1297,1.0,1,-1,10,11,1755530095418
1053,1.0,1,-1,21,13,1755530095776
979,1.0,1,-1,21,13,1755530095823
945,0.0,1,-1,25,12,1755530095854
932,0.0,1,-1,25,12,1755530095900
832,0.0,1,-1,25,12,1755530096277
799,0.0,1,-1,25,12,1755530096308
793,0.0,1,-1,31,12,1755530096339
764,0.0,1,-1,32,13,1755530096618
763,0.0,1,-1,32,13,1755530096665
759,0.0,1,-1,32,13,1755530096696
755,0.0,1,-1,30,12,1755530096945
753,0.0,1,-1,30,13,1755530096975
750,0.0,1,-1,30,12,1755530097021
747,0.0,1,-1,30,12,1755530097147
748,0.0,1,-1,29,11,1755530097301
589,0.0,1,-1,29,11,1755530097333
589,0.0,1,-1,27,10,1755530097364
344,0.0,1,-1,27,10,1755530097567
344,0.0,1,-1,41,10,1755530097613
344,0.0,1,-1,41,10,1755530097751
198,0.0,1,-1,53,10,1755530097782
198,0.0,1,-1,53,10,1755530097813
198,0.0,1,-1,53,10,1755530097844
