RPM,MPH,CurrentGear,RevMatch,Time
1239,1,1,-1,377714
1189,1,1,-1,377849
1155,1,1,-1,378104
1243,1,1,-1,378333
1353,1,1,-1,378733
1358,1,1,-1,378848
1320,1,1,-1,379233
1148,1,1,-1,379412
1065,1,1,-1,379519
869,1,1,-1,379787
752,1,1,-1,379982
691,1,1,-1,380109
667,1,1,-1,380204
668,1,1,-1,380334
765,1,1,-1,380506
928,1,1,-1,380653
1194,1,1,-1,380759
1517,1,1,-1,381055
1402,1,1,-1,381187
1341,1,1,-1,381293
1277,0,1,-1,381617
1149,0,1,-1,381753
1138,0,1,-1,381872
1158,0,1,-1,381991
1188,0,1,-1,382089
1222,1,1,-1,382847
1182,1,1,-1,383007
1041,1,1,-1,383275
1024,1,1,-1,383574
1120,1,1,-1,383740
1142,1,1,-1,383909
1144,1,1,-1,384044
1133,1,1,-1,384152
1114,1,1,-1,384267
1089,1,1,-1,384381
1087,1,1,-1,384511
1095,0,1,-1,384608
1110,0,1,-1,384744
1209,0,1,-1,384893
1314,0,1,-1,385038
1409,0,1,-1,385187
1465,0,1,-1,385417
1456,0,1,-1,385530
1417,0,1,-1,385642
1390,0,1,-1,385740
1394,0,1,-1,385994
1428,0,1,-1,386111
1460,0,1,-1,386180
1464,0,1,-1,386281
1444,0,1,-1,386323
1436,0,1,-1,386469
1517,0,1,-1,386596
1356,0,1,-1,386769
1136,0,1,-1,386846
1012,0,1,-1,387055
880,0,1,-1,387254
827,0,1,-1,387407
763,0,1,-1,387490
736,0,1,-1,387638
674,0,1,-1,387749
585,0,1,-1,387877
621,1,1,-1,387983
858,1,1,-1,388172
1235,1,1,-1,388306
1363,1,1,-1,388393
1357,1,1,-1,388605
1240,1,1,-1,388714
1046,1,1,-1,388832
972,2,1,-1,388953
876,2,1,-1,389113
787,1,1,-1,389295
762,1,1,-1,389408
734,1,1,-1,389634
737,0,1,-1,389772
747,0,1,-1,389888
725,0,1,-1,390182
718,0,1,-1,390264
706,0,1,-1,390382
685,0,1,-1,390562
689,0,1,-1,390652
693,0,1,-1,390744
686,0,1,-1,390834
691,0,1,-1,390943
697,0,1,-1,391057
710,0,1,-1,391204
908,0,1,-1,391318
1189,0,1,-1,391437
1504,0,1,-1,391539
1611,0,1,-1,391642
1623,0,1,-1,391810
1555,0,1,-1,391919
1394,0,1,-1,392253
1286,0,1,-1,392349
1217,0,1,-1,392480
1209,1,1,-1,392761
1332,1,1,-1,392849
1438,1,1,-1,392989
1480,1,1,-1,393266
1473,1,1,-1,393409
1476,1,1,-1,393519
1463,1,1,-1,393645
1439,1,1,-1,393760
1427,1,1,-1,393849
1415,1,1,-1,393958
1413,1,1,-1,394050
1410,1,1,-1,394159
1414,1,1,-1,394258
1419,1,1,-1,394404
1431,1,1,-1,394522
1435,1,1,-1,394634
1430,1,1,-1,394756
1388,1,1,-1,394880
1348,1,1,-1,395199
1310,0,1,-1,395537
1369,0,1,-1,395635
1375,0,1,-1,395786
1362,1,1,-1,395910
1357,1,1,-1,396006
1355,1,1,-1,396098
1365,1,1,-1,396233
1395,0,1,-1,396561
1382,0,1,-1,396689
1302,0,1,-1,396978
1274,0,1,-1,397044
1266,0,1,-1,397112
1256,0,1,-1,397212
1237,0,1,-1,397374
1220,0,1,-1,397480
1238,0,1,-1,397552
1268,0,1,-1,397694
1306,0,1,-1,397789
1344,0,1,-1,397909
1380,0,1,-1,398015
1415,0,1,-1,398371
1413,0,1,-1,398504
1398,0,1,-1,398600
1382,0,1,-1,398641
1375,0,1,-1,398682
1383,0,1,-1,398814
1417,0,1,-1,398871
1445,0,1,-1,399000
1472,0,1,-1,399097
1482,0,1,-1,399193
1486,0,1,-1,399294
1488,0,1,-1,399362
1489,0,1,-1,399623
1478,0,1,-1,399705
1471,0,1,-1,399774
1465,0,1,-1,399895
1457,0,1,-1,400012
1449,0,1,-1,400080
1439,0,1,-1,400130
1429,0,1,-1,400267
1459,0,1,-1,400330
1452,0,1,-1,400377
1412,0,1,-1,400482
1320,0,1,-1,400639
1105,0,1,-1,400755
988,0,1,-1,400872
910,0,1,-1,401028
842,0,1,-1,401152
800,0,1,-1,401244
768,0,1,-1,401394
736,0,1,-1,401495
708,0,1,-1,401653
691,0,1,-1,401752
696,0,1,-1,401880
692,0,1,-1,401995
691,0,1,-1,402132
697,0,1,-1,402230
692,0,1,-1,402350
698,0,1,-1,402469
701,0,1,-1,402561
695,0,1,-1,402688
683,0,1,-1,402829
679,0,1,-1,402965
659,0,1,-1,403076
649,0,1,-1,403256
644,0,1,-1,403366
648,0,1,-1,403518
646,0,1,-1,403679
648,0,1,-1,403796
656,0,1,-1,403903
670,0,1,-1,404047
